r2AssetId,r2PublicUrl,originalFilename,videoId,languageId,edition,version,existingVariantId,existingMuxVideoId,existingMuxAssetId,existingMuxReadyToStream,muxStarted,muxProcessed,muxStatus,muxErrorMessage,lastRunAt,lastResult,lastError
2cf2a312-62f2-4aa4-85ff-fc96a83f89cf,https://api-media-core.jesusfilm.org/1_cl-0-0/variants/23514/videos/7846058d-76a6-4e71-8171-5a487e0a076b/23514_1_cl-0-0.mp4,1_cl-0-0---CL---23514---29981---0---0.mp4,1_cl-0-0,23514,cl,29981,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
79e0677b-2c25-4b7f-943b-a9990c9bf832,https://api-media-core.jesusfilm.org/1_cl-0-0/variants/5563/videos/dd07db42-efe0-409f-a2e2-e115e6d357b2/5563_1_cl-0-0.mp4,1_cl-0-0---CL---5563---29978---0---0.mp4,1_cl-0-0,5563,cl,29978,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
dcc866b3-9c51-438a-8db6-2051185d6cc2,https://api-media-core.jesusfilm.org/1_cl-0-0/variants/7698/videos/e8fc67f5-d005-4e87-a346-b5a4dcdb1e59/7698_1_cl-0-0.mp4,1_cl-0-0---CL---7698---29940---0---0.mp4,1_cl-0-0,7698,cl,29940,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
5b4f9144-9e13-4723-b106-03260d527903,https://api-media-core.jesusfilm.org/1_cl-0-0/variants/1269/videos/ac152fdd-1172-43da-94b3-ac9b586ebc70/1269_1_cl-0-0.mp4,1_cl-0-0---CL---1269---29939---0---0.mp4,1_cl-0-0,1269,cl,29939,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
4d578176-7712-47ab-8828-00aae6d1fc4d,https://api-media-core.jesusfilm.org/1_cl-0-0/variants/4820/videos/b2820b9e-1f09-41ce-8059-dc20552a435f/4820_1_cl-0-0.mp4,1_cl-0-0---CL---4820---29903---0---0.mp4,1_cl-0-0,4820,cl,29903,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
adebd333-00f9-4faa-ba4a-43d8d07cf26c,https://api-media-core.jesusfilm.org/1_cl-0-0/variants/53441/videos/f7e7d307-ecf7-4ba1-825d-a4253b45b795/53441_1_cl-0-0.mp4,1_cl-0-0---CL---53441---24922---0---0.mp4,1_cl-0-0,53441,cl,24922,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
aac7951c-0335-41a9-b561-ce434ac7665f,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/184820/videos/9d02cccc-8f34-4842-b7ce-de7008f24bd2/184820_1_wl60-0-0.mp4,1_wl60-0-0---WL60---184820---34098---0---0.mp4,1_wl60-0-0,184820,wl60,34098,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
b2d88b38-2148-4fed-851d-4279c37b0f9b,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/184820/videos/156ff3e9-2ee2-4876-be40-e912501e950f/184820_1_wl-0-0.mp4,1_wl-0-0---WL---184820---34098---0---0.mp4,1_wl-0-0,184820,wl,34098,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
8c632be7-ef88-42e0-bb07-448d8c7720eb,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/20675/videos/9868f1c2-fe1e-4cf0-b564-1293c6ab08d8/20675_1_wl60-0-0.mp4,1_wl60-0-0---WL60---20675---33939---0---0.mp4,1_wl60-0-0,20675,wl60,33939,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
71068f90-0a52-4412-b540-6ad2b3a5ea20,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/20675/videos/44418c23-c989-4f6a-8ad4-df09cbf4c896/20675_1_wl-0-0.mp4,1_wl-0-0---WL---20675---33939---0---0.mp4,1_wl-0-0,20675,wl,33939,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
aa057d3c-0296-46c8-9e3b-0ea8a59e2399,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/140060/videos/2a6d48c3-eef1-405a-9e5b-5a0376d8ab9b/140060_1_wl60-0-0.mp4,1_wl60-0-0---WL60---140060---40211---0---0.mp4,1_wl60-0-0,140060,wl60,40211,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
3a70476f-20fb-4b89-93c8-28e35b637eb8,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/140060/videos/a60a347c-6f94-42f0-9680-b631ab773ef0/140060_1_wl-0-0.mp4,1_wl-0-0---WL---140060---40211---0---0.mp4,1_wl-0-0,140060,wl,40211,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
b48933f7-2421-49b9-a2c0-73708f34dc8f,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/184547/videos/577c1310-5bcd-4a5b-886b-8fa50927bc16/184547_1_wl60-0-0.mp4,1_wl60-0-0---WL60---184547---40210---0---0.mp4,1_wl60-0-0,184547,wl60,40210,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
80d50d55-bf33-4297-a8f3-ad869abd0e65,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/184547/videos/03a5261f-ca53-4f5c-a99b-1eeb5608136c/184547_1_wl-0-0.mp4,1_wl-0-0---WL---184547---40210---0---0.mp4,1_wl-0-0,184547,wl,40210,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
09c4cd74-813c-43e7-b496-e8c580aa8cdf,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/159000/videos/d876afac-1a9a-4209-b12f-20220d6ec85d/159000_1_wl60-0-0.mp4,1_wl60-0-0---WL60---159000---40209---0---0.mp4,1_wl60-0-0,159000,wl60,40209,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
a27001ea-df9b-46e9-a0d8-8394a2e5a067,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/159000/videos/f42f9a24-902c-4801-a43a-0d8c40d3ba5c/159000_1_wl-0-0.mp4,1_wl-0-0---WL---159000---40209---0---0.mp4,1_wl-0-0,159000,wl,40209,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
0a5f91a1-6ac2-4e72-a1be-d4660bf07b8a,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/114921/videos/59021281-19cd-4e4c-ba29-74f7569b0b0d/114921_1_wl60-0-0.mp4,1_wl60-0-0---WL60---114921---35413---0---0.mp4,1_wl60-0-0,114921,wl60,35413,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
b9dbc314-f650-4e2f-b57d-8f30c79b66a5,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/114921/videos/2c41f744-d6cb-402d-a3e5-8dcf2df213b2/114921_1_wl-0-0.mp4,1_wl-0-0---WL---114921---35413---0---0.mp4,1_wl-0-0,114921,wl,35413,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
1e9a76c2-5c4a-4418-b8f4-ccb5ad600722,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/99152/videos/5ad554fc-1455-4956-895e-d62a284bf8d9/99152_1_wl60-0-0.mp4,1_wl60-0-0---WL60---99152---35412---0---0.mp4,1_wl60-0-0,99152,wl60,35412,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
84d877e3-bb69-4f4e-a9cf-3dc052502f88,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/99152/videos/dc88806c-4a2c-4bc4-ad2e-a09f1acf6763/99152_1_wl-0-0.mp4,1_wl-0-0---WL---99152---35412---0---0.mp4,1_wl-0-0,99152,wl,35412,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
309b35a8-6626-4d97-aef6-078d53ec3cb1,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/185210/videos/542d237d-99e2-4837-8ce4-3fe8b0757f5d/185210_1_wl60-0-0.mp4,1_wl60-0-0---WL60---185210---40133---0---0.mp4,1_wl60-0-0,185210,wl60,40133,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
c8cd366e-6592-467e-ab88-03caec86c0fb,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/185210/videos/d80a9036-300b-4f99-be6f-cc2e5947e3af/185210_1_wl-0-0.mp4,1_wl-0-0---WL---185210---40133---0---0.mp4,1_wl-0-0,185210,wl,40133,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
1cfa3ca1-ef09-4300-aa82-15cd879d3f4d,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/10535/videos/b83924f4-38d9-4d2a-91e4-6741169f61e7/10535_1_wl60-0-0.mp4,1_wl60-0-0---WL60---10535---35408---0---0.mp4,1_wl60-0-0,10535,wl60,35408,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
5745f5a1-6b1d-441b-9c13-252b0bbb50f7,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/10535/videos/9835b25f-7cc4-41ae-a4c3-31b8dcd793f4/10535_1_wl-0-0.mp4,1_wl-0-0---WL---10535---35408---0---0.mp4,1_wl-0-0,10535,wl,35408,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
71da192c-6885-4d0e-9bcf-f68a7d1327c7,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/140297/videos/74b843ad-d363-468d-98ad-a1a842c06e59/140297_1_wl60-0-0.mp4,1_wl60-0-0---WL60---140297---35530---0---0.mp4,1_wl60-0-0,140297,wl60,35530,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
17364d7c-c55c-4ce9-be55-0b711e5b7898,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/140297/videos/330a09ef-e9b7-4068-b5b7-99492194695b/140297_1_wl-0-0.mp4,1_wl-0-0---WL---140297---35530---0---0.mp4,1_wl-0-0,140297,wl,35530,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
2048a7aa-9ea3-4fcb-af7a-4f039d3df3ba,https://api-media-core.jesusfilm.org/1_cl-0-0/variants/184500/videos/fe254197-8594-4086-9213-f45dd61cdd99/184500_1_cl-0-0.mp4,1_cl-0-0---CL---184500---35526---0---0.mp4,1_cl-0-0,184500,cl,35526,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
df860937-2429-4f74-946b-bb392704ceb7,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/184500/videos/51f96983-0a65-43bd-bb91-33940559daee/184500_1_wl60-0-0.mp4,1_wl60-0-0---WL60---184500---35525---0---0.mp4,1_wl60-0-0,184500,wl60,35525,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
043b22ba-5c7c-4b45-8392-18cf1803e042,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/184500/videos/fb49887f-0b93-4867-a33f-60abcf59f912/184500_1_wl-0-0.mp4,1_wl-0-0---WL---184500---35525---0---0.mp4,1_wl-0-0,184500,wl,35525,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
668f4158-2f5d-4fb6-a55e-e411c7fcf1dc,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/24410/videos/f90a6f1b-a04e-4082-bf27-c567a17a1419/24410_1_wl60-0-0.mp4,1_wl60-0-0---WL60---24410---35524---0---0.mp4,1_wl60-0-0,24410,wl60,35524,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
73aaac12-a10c-4813-be31-8469cb2d0fcc,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/24410/videos/2f98a8bc-808c-4788-ac49-32dbd20940e0/24410_1_wl-0-0.mp4,1_wl-0-0---WL---24410---35524---0---0.mp4,1_wl-0-0,24410,wl,35524,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
5e1a9600-646d-45ae-80cd-ca80e37e5e99,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/140033/videos/6daf6314-f99f-4eab-aa0b-f82747a6b393/140033_1_wl60-0-0.mp4,1_wl60-0-0---WL60---140033---35516---0---0.mp4,1_wl60-0-0,140033,wl60,35516,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
fbee7c86-fb0d-401c-bd61-375849913a55,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/140033/videos/dd1e7cb8-a3f6-48be-af4d-6a3222f0dda2/140033_1_wl-0-0.mp4,1_wl-0-0---WL---140033---35516---0---0.mp4,1_wl-0-0,140033,wl,35516,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
03d920fd-e119-42c3-af33-7dd37a1c7e51,https://api-media-core.jesusfilm.org/1_cl-0-0/variants/8418/videos/bce0ec17-03f7-4595-80b8-2629c0bf9c72/8418_1_cl-0-0.mp4,1_cl-0-0---CL---8418---35490---0---0.mp4,1_cl-0-0,8418,cl,35490,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
5c1a736e-35cf-49d3-ade7-864e7d591acf,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/141265/videos/0e9b0d38-4685-475d-8f5c-9cbd42d034bb/141265_1_wl60-0-0.mp4,1_wl60-0-0---WL60---141265---35472---0---0.mp4,1_wl60-0-0,141265,wl60,35472,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
b62bc7bf-0216-45fb-bbd2-803ac0645fca,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/141265/videos/baf3b659-9dd6-4496-9797-d51b679d782d/141265_1_wl-0-0.mp4,1_wl-0-0---WL---141265---35472---0---0.mp4,1_wl-0-0,141265,wl,35472,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
9a5d87de-ebd3-4b0f-8bb1-2714f53c172b,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/21578/videos/4447ffcc-e255-49e9-9a93-c2fc183cdbd7/21578_1_wl60-0-0.mp4,1_wl60-0-0---WL60---21578---35164---0---0.mp4,1_wl60-0-0,21578,wl60,35164,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
1e8c3a23-a28b-4fde-b47b-652a2631fa57,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/21578/videos/63077191-443a-4d54-b690-3a2952fbe03d/21578_1_wl-0-0.mp4,1_wl-0-0---WL---21578---35164---0---0.mp4,1_wl-0-0,21578,wl,35164,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
ae331d03-3107-4843-bb0e-17fc87962cc7,https://api-media-core.jesusfilm.org/1_cl-0-0/variants/21578/videos/fd004b69-cef9-485a-88c4-a9cba20cbb01/21578_1_cl-0-0.mp4,1_cl-0-0---CL---21578---35163---0---0.mp4,1_cl-0-0,21578,cl,35163,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
6fb973f9-00f6-4fad-b165-5b364b85423d,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/141334/videos/1221faf6-e6f5-4d9b-940c-121b01a28b41/141334_1_wl60-0-0.mp4,1_wl60-0-0---WL60---141334---34726---0---0.mp4,1_wl60-0-0,141334,wl60,34726,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
7f60b910-72f9-4591-8aaa-6e8cee147a46,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/141334/videos/4fd3cacd-cb8b-4326-a582-6c3fc53eb796/141334_1_wl-0-0.mp4,1_wl-0-0---WL---141334---34726---0---0.mp4,1_wl-0-0,141334,wl,34726,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
c9d4de9b-ed39-4b68-8a00-04675931b72c,https://api-media-core.jesusfilm.org/1_cl-0-0/variants/5392/videos/5fbc47ff-d560-42a8-a096-491eb646884d/5392_1_cl-0-0.mp4,1_cl-0-0---CL---5392---34694---0---0.mp4,1_cl-0-0,5392,cl,34694,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
e42bb9c0-7a5e-4414-8cf6-7600313b0804,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/5392/videos/cde0e2d5-f29a-4e0f-a394-1e083c65946b/5392_1_wl60-0-0.mp4,1_wl60-0-0---WL60---5392---34693---0---0.mp4,1_wl60-0-0,5392,wl60,34693,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
09969b53-ca63-4484-925c-d3e1d6d97232,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/5392/videos/29ad7f08-7092-46e9-a69b-5965b37a291e/5392_1_wl-0-0.mp4,1_wl-0-0---WL---5392---34693---0---0.mp4,1_wl-0-0,5392,wl,34693,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
be00cb20-c35c-45bf-af7b-a47afb5fe734,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/5171/videos/042d9047-8d9c-4d31-a549-c8eae908b682/5171_1_wl60-0-0.mp4,1_wl60-0-0---WL60---5171---34688---0---0.mp4,1_wl60-0-0,5171,wl60,34688,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
5be0951e-7ff3-4f07-a783-1cc980188253,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/5171/videos/69b78e3c-6817-4baa-8ff5-ee1bc227ca31/5171_1_wl-0-0.mp4,1_wl-0-0---WL---5171---34688---0---0.mp4,1_wl-0-0,5171,wl,34688,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
fe67953b-25d8-40f1-9895-033cc2887ab2,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/27145/videos/856190a4-ee6f-45ad-9cb7-31c7cc782476/27145_1_wl60-0-0.mp4,1_wl60-0-0---WL60---27145---35107---0---0.mp4,1_wl60-0-0,27145,wl60,35107,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
0400207d-d60f-4b81-a5f4-5805da9e7e0a,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/2029/videos/185195cf-0828-4938-95da-419044d25efb/2029_1_wl60-0-0.mp4,1_wl60-0-0---WL60---2029---34687---0---0.mp4,1_wl60-0-0,2029,wl60,34687,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
2e516400-6de0-420c-be83-8187bf71095a,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/2029/videos/5781ea9b-c1c2-4c60-b152-09a3f6ea4e66/2029_1_wl-0-0.mp4,1_wl-0-0---WL---2029---34687---0---0.mp4,1_wl-0-0,2029,wl,34687,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
7b0d6fa0-1836-49e2-a039-0333ca82dfa4,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/27145/videos/c1263c13-45fc-4bcd-9e58-f9dca5305970/27145_1_wl-0-0.mp4,1_wl-0-0---WL---27145---35107---0---0.mp4,1_wl-0-0,27145,wl,35107,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
84f1ab78-4048-477b-9a2b-f0ccd518e4ba,https://api-media-core.jesusfilm.org/1_cl-0-0/variants/8164/videos/f84d63f3-5d3b-4178-8fa9-49a9aec2ae84/8164_1_cl-0-0.mp4,1_cl-0-0---CL---8164---34685---0---0.mp4,1_cl-0-0,8164,cl,34685,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
4237f00c-0e8c-42ca-9d10-b13bea15d44c,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/13664/videos/c76d8c9a-5aee-40c6-a58d-02209b35eb33/13664_1_wl60-0-0.mp4,1_wl60-0-0---WL60---13664---35414---0---0.mp4,1_wl60-0-0,13664,wl60,35414,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
2524b941-c08c-4e37-a861-0ffd75db1791,https://api-media-core.jesusfilm.org/1_wl-0-0/variants/13664/videos/e4ef2cfa-fc82-485a-a684-adf40c9d49b9/13664_1_wl-0-0.mp4,1_wl-0-0---WL---13664---35414---0---0.mp4,1_wl-0-0,13664,wl,35414,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
eeb3e15b-4f1b-4db3-84f8-ad349054b8f3,https://api-media-core.jesusfilm.org/1_wl60-0-0/variants/8164/videos/1e5eeb3d-8ff1-4fbf-9d40-47b3a9ca3caa/8164_1_wl60-0-0.mp4,1_wl60-0-0---WL60---8164---34684---0---0.mp4,1_wl60-0-0,8164,wl60,34684,,,,,false,false,,,2026-02-20T20:09:40.635Z,skipped_audit_not_ok,
